user_id,region,latitude,longitude,urban_rural,age_group,gender,income_bracket,job_type,adoption_willingness,payment_preference,price_sensitivity,adoption_velocity_days,monthly_active_rate,weekly_active_rate,monthly_churn_rate,retention_30_day,retention_60_day,retention_90_day,referral_rate,purchase_frequency_monthly,avg_spend_per_transaction,willingness_to_pay,price_dropoff_50_percent,regional_gdp_per_capita,smartphone_penetration,tech_access_score,persona_profile,created_timestamp
5765bd81,Aba,5.0141,7.4139,Urban,18-24,Male,Mid (150K-300K),Student,1.78,Bank Transfer,3.56,22,0.169,0.093,0.078,0.922,0.787,0.49,0.178,1.08,4222,3547,4566,3500,0.62,88,Tech-Savvy Student,2025-02-09 10:21:45.999810
05c781d5,Benin City,6.3333,5.5443,Urban,45-54,Female,Lower-Mid (50K-150K),Civil Servant,2.52,Bank Transfer,4.3,34,0.215,0.114,0.089,0.911,0.698,0.507,0.224,0.11,2704,3048,3472,5500,0.68,74,Price-Conscious Consumer,2024-09-24 10:21:46.000032
2e10b737,Abuja,9.0165,7.5033,Urban,25-34,Female,Lower-Mid (50K-150K),Civil Servant,4.05,Cash,3.81,2,0.128,0.093,0.071,0.929,0.823,0.503,0.48,2.47,1266,1843,2283,12000,0.8,95,Small Business Owner,2025-03-15 10:21:46.000276
bc333280,Akure,7.2704,5.1249,Urban,55-64,Female,Low (<50K),Retiree,3.26,Cash,4.74,8,0.22,0.096,0.082,0.918,0.643,0.468,0.277,2.42,738,750,789,4200,0.6,51,Price-Conscious Consumer,2025-06-13 10:21:46.000479
9a8ed79d,Akure,7.2855,5.2872,Rural,45-54,Female,Upper-Mid (300K-500K),Civil Servant,3.5,Cash,2.81,5,0.169,0.089,0.055,0.945,0.781,0.478,0.27,1.0,11006,11748,16882,4200,0.6,89,Early Adopter,2025-03-06 10:21:46.000710
1e4329ad,Onitsha,6.1756,6.7425,Urban,18-24,Female,Low (<50K),Student,3.28,Cash,4.07,12,0.48,0.294,0.096,0.904,0.752,0.535,0.294,0.55,518,468,555,4800,0.7,85,Tech-Savvy Student,2025-04-21 10:21:46.000902
11b726c3,Maiduguri,11.8566,13.1523,Urban,25-34,Female,Lower-Mid (50K-150K),Civil Servant,3.87,Cash,5.0,3,0.466,0.347,0.132,0.868,0.628,0.405,0.407,1.02,417,540,540,2200,0.3,47,Price-Conscious Consumer,2024-10-13 10:21:46.001174
fc73f965,Benin City,6.3197,5.5732,Rural,25-34,Female,Lower-Mid (50K-150K),Professional,2.95,Bank Transfer,5.0,42,0.289,0.162,0.163,0.837,0.693,0.53,0.293,4.38,785,864,864,5500,0.68,72,Price-Conscious Consumer,2025-07-26 10:21:46.001386
13ea66fc,Sokoto,12.9972,5.2743,Rural,25-34,Female,Lower-Mid (50K-150K),Civil Servant,3.15,Mobile Money,3.94,21,0.199,0.085,0.13,0.87,0.619,0.458,0.391,1.59,596,499,605,2800,0.35,46,Rural Entrepreneur,2025-05-11 10:21:46.001621
b7adcb24,Jos,9.8584,8.8578,Urban,18-24,Female,Lower-Mid (50K-150K),Informal Trader,3.45,Bank Transfer,5.0,7,0.112,0.088,0.103,0.897,0.733,0.539,0.27,0.22,2642,2428,2428,4800,0.65,76,Tech-Savvy Student,2024-12-07 10:21:46.001818
a12b88c5,Kano,11.972,8.5882,Rural,18-24,Female,Lower-Mid (50K-150K),Informal Trader,5.0,Bank Transfer,5.0,1,0.327,0.141,0.1,0.9,0.778,0.544,0.407,1.35,1311,2614,2614,3800,0.55,67,Rural Entrepreneur,2025-02-01 10:21:46.002045
ea84f4b0,Ilorin,8.5142,4.6146,Rural,45-54,Male,Upper-Mid (300K-500K),Professional,2.58,Digital Wallet,2.14,105,0.285,0.122,0.074,0.926,0.793,0.512,0.255,1.41,1729,1879,2954,4000,0.58,74,Rural Entrepreneur,2024-09-03 10:21:46.002266
48691db3,Maiduguri,11.856,13.0923,Rural,35-44,Male,High (500K+),Professional,5.0,Cash,1.67,6,0.162,0.106,0.064,0.936,0.827,0.538,0.433,4.39,9537,17076,28437,2200,0.3,57,Early Adopter,2024-12-28 10:21:46.002466
5401e1cc,Onitsha,6.2164,6.7625,Urban,18-24,Female,Low (<50K),Informal Trader,4.79,Bank Transfer,4.81,4,0.233,0.157,0.09,0.91,0.721,0.434,0.381,1.02,257,436,452,4800,0.7,100,Tech-Savvy Student,2025-08-07 10:21:46.002676
8c4580cd,Enugu,6.4198,7.6301,Urban,18-24,Female,Lower-Mid (50K-150K),Student,2.91,Mobile Money,4.73,6,0.275,0.151,0.092,0.908,0.707,0.482,0.262,1.29,289,247,260,5200,0.72,100,Tech-Savvy Student,2025-08-06 10:21:46.002872
9a6a10a2,Port Harcourt,4.8444,7.1429,Urban,35-44,Female,Mid (150K-300K),Civil Servant,4.52,Mobile Money,3.86,14,0.278,0.199,0.074,0.926,0.676,0.45,0.372,1.87,2460,5162,6343,7200,0.75,86,Early Adopter,2024-12-23 10:21:46.003097
20211b25,Sokoto,13.0472,5.193,Urban,25-34,Female,Mid (150K-300K),Private Employee,3.24,Bank Transfer,3.21,6,0.197,0.153,0.055,0.945,0.696,0.53,0.353,1.43,2651,3281,4457,2800,0.35,77,Informal Trader,2025-05-28 10:21:46.003322
de6c533e,Kano,11.9834,8.6191,Urban,25-34,Male,Lower-Mid (50K-150K),Private Employee,4.51,Digital Wallet,4.08,2,0.565,0.419,0.107,0.893,0.682,0.514,0.451,2.09,593,1182,1398,3800,0.55,91,Early Adopter,2025-03-08 10:21:46.003524
b44cbba3,Akure,7.242,5.217,Urban,35-44,Male,Lower-Mid (50K-150K),Professional,4.4,Card Payment,4.01,9,0.276,0.171,0.053,0.947,0.689,0.505,0.347,0.84,1179,1723,2065,4200,0.6,81,Urban Professional,2025-06-22 10:21:46.003730
fdd109cd,Calabar,4.9219,8.3153,Rural,45-54,Male,High (500K+),Professional,4.47,Mobile Money,2.46,1,0.494,0.385,0.082,0.918,0.66,0.441,0.357,8.4,4549,7085,10677,4600,0.65,83,Early Adopter,2025-08-12 10:21:46.003950
62cd6207,Enugu,6.3943,7.5236,Urban,35-44,Female,High (500K+),Professional,3.69,Bank Transfer,2.59,26,0.271,0.205,0.083,0.917,0.657,0.51,0.331,1.03,8142,9776,14486,5200,0.72,100,Urban Professional,2025-05-10 10:21:46.004151
0d52ce6d,Ibadan,7.4536,3.9969,Urban,25-34,Female,Low (<50K),Professional,3.16,Card Payment,4.86,28,0.441,0.321,0.061,0.939,0.721,0.457,0.367,0.62,386,482,495,4200,0.7,100,Urban Professional,2025-04-03 10:21:46.004354
52413215,Sokoto,13.0419,5.1861,Urban,18-24,Female,Low (<50K),Student,3.45,Cash,4.25,17,0.302,0.165,0.113,0.887,0.782,0.505,0.313,2.59,668,534,614,2800,0.35,67,Price-Conscious Consumer,2025-07-05 10:21:46.004568
fccae3e8,Benin City,6.2907,5.6251,Urban,25-34,Male,Upper-Mid (300K-500K),Civil Servant,4.2,Bank Transfer,3.49,1,0.355,0.23,0.082,0.918,0.725,0.467,0.422,3.28,4095,5960,7759,5500,0.68,100,Early Adopter,2025-05-02 10:21:46.004810
73eda96b,Enugu,6.4838,7.4685,Rural,35-44,Female,Lower-Mid (50K-150K),Private Employee,3.62,Cash,5.0,17,0.315,0.219,0.114,0.886,0.65,0.412,0.336,0.92,1519,1335,1335,5200,0.72,83,Price-Conscious Consumer,2025-06-14 10:21:46.005079
a9a4ceea,Aba,5.1402,7.4092,Rural,35-44,Female,Mid (150K-300K),Professional,3.12,Cash,3.39,19,0.464,0.237,0.117,0.883,0.656,0.399,0.237,3.5,1283,1252,1655,3500,0.62,60,Government Employee,2024-11-16 10:21:46.005312
f8d59ef5,Owerri,5.4937,6.9944,Rural,35-44,Male,Low (<50K),Civil Servant,2.44,Cash,5.0,64,0.169,0.116,0.087,0.913,0.77,0.59,0.178,1.36,740,620,620,4100,0.65,52,Price-Conscious Consumer,2025-05-28 10:21:46.005508
b69183de,Bauchi,10.3802,9.8677,Urban,18-24,Male,Lower-Mid (50K-150K),Informal Trader,2.93,Bank Transfer,5.0,1,0.332,0.229,0.138,0.862,0.677,0.446,0.248,0.63,1395,1403,1403,2500,0.32,65,Price-Conscious Consumer,2025-03-27 10:21:46.005715
35d07a9c,Kano,11.918,8.5517,Urban,25-34,Male,Lower-Mid (50K-150K),Business Owner,4.48,Bank Transfer,4.67,14,0.345,0.221,0.065,0.935,0.735,0.462,0.521,3.17,3116,3940,4197,3800,0.55,93,Small Business Owner,2024-10-30 10:21:46.005942
a17b6fdd,Ibadan,7.2872,3.9212,Urban,45-54,Female,Lower-Mid (50K-150K),Business Owner,2.11,Cash,4.56,5,0.198,0.091,0.103,0.897,0.695,0.483,0.18,1.01,1463,912,992,4200,0.7,100,Small Business Owner,2024-09-11 10:21:46.006144
7e504f9a,Owerri,5.3996,7.0924,Urban,45-54,Female,Upper-Mid (300K-500K),Professional,3.16,Card Payment,3.88,18,0.232,0.166,0.097,0.903,0.716,0.534,0.243,0.99,7132,8243,10087,4100,0.65,97,Urban Professional,2025-07-04 10:21:46.006340
bee79a26,Aba,5.1257,7.3749,Urban,35-44,Female,Upper-Mid (300K-500K),Business Owner,3.68,Digital Wallet,3.48,50,0.236,0.123,0.171,0.829,0.681,0.533,0.3,4.43,6128,7116,9282,3500,0.62,100,Urban Professional,2024-09-26 10:21:46.006546
c12ae002,Uyo,5.0612,7.9408,Urban,35-44,Male,Lower-Mid (50K-150K),Business Owner,3.39,Mobile Money,4.93,34,0.151,0.11,0.128,0.872,0.783,0.501,0.321,3.02,2937,2359,2390,5800,0.68,63,Small Business Owner,2025-07-16 10:21:46.006760
8438a34d,Abuja,9.118,7.4748,Urban,25-34,Female,Mid (150K-300K),Private Employee,5.0,Bank Transfer,3.97,7,0.388,0.193,0.058,0.942,0.699,0.54,0.531,1.01,1835,3165,3816,12000,0.8,100,Early Adopter,2024-11-12 10:21:46.006970
796b15b1,Bauchi,10.3571,9.8008,Rural,45-54,Male,Upper-Mid (300K-500K),Civil Servant,2.09,Mobile Money,1.99,8,0.286,0.219,0.084,0.916,0.793,0.59,0.167,2.31,6200,5804,9302,2500,0.32,61,Price-Conscious Consumer,2025-03-16 10:21:46.007195
14aabcf8,Ilorin,8.4301,4.5387,Rural,18-24,Female,Low (<50K),Informal Trader,1.8,Bank Transfer,4.09,23,0.234,0.107,0.224,0.776,0.563,0.414,0.19,0.86,415,383,452,4000,0.58,63,Rural Entrepreneur,2024-12-07 10:21:46.007402
855f671c,Warri,5.5455,5.7037,Rural,18-24,Female,Low (<50K),Student,4.6,Cash,4.43,14,0.346,0.143,0.115,0.885,0.792,0.483,0.396,5.26,171,307,342,6500,0.68,88,Early Adopter,2025-06-07 10:21:46.007612
874af393,Warri,5.4557,5.686,Urban,55-64,Female,Upper-Mid (300K-500K),Business Owner,3.78,Cash,2.98,39,0.406,0.227,0.131,0.869,0.631,0.487,0.323,2.3,1086,1152,1616,6500,0.68,64,Urban Professional,2025-06-26 10:21:46.007811
bc8b4303,Jos,9.8806,8.9224,Urban,25-34,Male,Mid (150K-300K),Private Employee,4.64,Mobile Money,3.91,2,0.361,0.214,0.059,0.941,0.836,0.633,0.546,2.95,2818,3953,4817,4800,0.65,86,Early Adopter,2024-10-23 10:21:46.008026
8bbf76d4,Owerri,5.5934,6.9406,Urban,45-54,Female,Upper-Mid (300K-500K),Professional,4.15,Mobile Money,3.88,2,0.301,0.138,0.082,0.918,0.818,0.578,0.329,13.14,3135,6038,7386,4100,0.65,97,Urban Professional,2025-01-09 10:21:46.008229
97c144b9,Port Harcourt,4.8571,7.1241,Urban,25-34,Male,Upper-Mid (300K-500K),Private Employee,4.16,Digital Wallet,3.85,1,0.162,0.07,0.07,0.93,0.82,0.647,0.494,4.92,4947,8059,9907,7200,0.75,100,Urban Professional,2025-05-28 10:21:46.008453
f31abe13,Akure,7.2621,5.2352,Rural,25-34,Male,Lower-Mid (50K-150K),Private Employee,3.12,Bank Transfer,4.88,5,0.163,0.093,0.101,0.899,0.681,0.463,0.383,0.82,278,375,384,4200,0.6,58,Price-Conscious Consumer,2025-01-26 10:21:46.008656
59b43a87,Bauchi,10.3619,9.7733,Rural,25-34,Female,Mid (150K-300K),Private Employee,3.03,Bank Transfer,3.14,2,0.158,0.074,0.074,0.926,0.729,0.522,0.336,0.83,4042,5528,7582,2500,0.32,45,Rural Entrepreneur,2025-07-10 10:21:46.008883
0fa0ca99,Maiduguri,11.7925,13.1028,Urban,45-54,Male,Lower-Mid (50K-150K),Professional,3.17,Card Payment,2.94,39,0.242,0.16,0.067,0.933,0.732,0.445,0.243,3.43,731,683,964,2200,0.3,40,Urban Professional,2025-08-17 10:21:46.009103
aaf10f12,Owerri,5.5086,7.0439,Urban,18-24,Male,Lower-Mid (50K-150K),Unemployed,4.99,Bank Transfer,4.51,13,0.262,0.14,0.128,0.872,0.677,0.462,0.432,0.2,1438,2193,2407,4100,0.65,91,Tech-Savvy Student,2024-12-22 10:21:46.009302
4dba70e9,Lagos,6.5372,3.363,Urban,18-24,Female,Low (<50K),Student,2.95,Cash,4.55,1,0.397,0.184,0.088,0.912,0.739,0.489,0.25,2.17,947,1202,1310,8500,0.85,100,Tech-Savvy Student,2024-11-04 10:21:46.009499
ad78ba69,Warri,5.5211,5.7169,Rural,18-24,Female,Lower-Mid (50K-150K),Unemployed,5.0,Cash,5.0,2,0.251,0.196,0.111,0.889,0.733,0.486,0.437,0.61,1002,1969,1969,6500,0.68,83,Early Adopter,2025-04-29 10:21:46.009714
533e73b6,Aba,5.0402,7.3706,Urban,25-34,Male,Lower-Mid (50K-150K),Civil Servant,3.4,Bank Transfer,4.09,25,0.205,0.087,0.09,0.91,0.752,0.481,0.366,1.44,1025,1085,1282,3500,0.62,81,Price-Conscious Consumer,2025-08-14 10:21:46.009934
0e7d570e,Ibadan,7.4843,3.9898,Rural,35-44,Male,Lower-Mid (50K-150K),Civil Servant,2.26,Mobile Money,4.52,21,0.224,0.103,0.092,0.908,0.714,0.528,0.193,1.09,463,331,362,4200,0.7,53,Price-Conscious Consumer,2025-05-12 10:21:46.010145
68cccf47,Abuja,8.9776,7.4731,Urban,55-64,Male,Upper-Mid (300K-500K),Retiree,5.0,Card Payment,3.37,7,0.563,0.357,0.082,0.918,0.797,0.508,0.427,3.43,2285,4622,6127,12000,0.8,88,Early Adopter,2025-05-19 10:21:46.010524
f54617c4,Enugu,6.323,7.5511,Urban,65+,Male,Lower-Mid (50K-150K),Retiree,2.23,Bank Transfer,4.89,40,0.257,0.196,0.183,0.817,0.669,0.451,0.182,0.8,2421,2155,2202,5200,0.72,65,Price-Conscious Consumer,2025-01-23 10:21:46.010894
60a8dbeb,Enugu,6.4335,7.4882,Urban,45-54,Male,High (500K+),Civil Servant,3.1,Digital Wallet,2.9,24,0.152,0.108,0.073,0.927,0.686,0.493,0.256,3.0,17039,17810,25291,5200,0.72,91,Informal Trader,2025-04-09 10:21:46.011176
d3bf9875,Bauchi,10.3581,9.8187,Urban,35-44,Female,Upper-Mid (300K-500K),Private Employee,3.83,Bank Transfer,3.13,4,0.515,0.377,0.067,0.933,0.714,0.479,0.322,2.5,2314,2120,2911,2500,0.32,66,Urban Professional,2024-10-11 10:21:46.011434
2458c3c4,Enugu,6.5409,7.5217,Urban,35-44,Male,Lower-Mid (50K-150K),Civil Servant,1.74,Cash,5.0,17,0.323,0.158,0.134,0.866,0.674,0.436,0.135,1.54,2623,1941,1941,5200,0.72,100,Price-Conscious Consumer,2025-02-26 10:21:46.011651
